date,x,y,B4_red_reflectance,B5_rededge_reflectance
2026-08-01,0,3,0.04361,0.04988
2026-08-01,1,3,0.04402,0.04976
2026-08-01,2,3,0.04528,0.05354
2026-08-01,3,3,0.04227,0.05178
2026-08-01,4,3,0.04254,0.05031
2026-08-01,5,3,0.04592,0.05389
2026-08-01,6,3,0.04128,0.04699
2026-08-01,7,3,0.04205,0.05141
2026-08-01,8,3,0.04479,0.05313
2026-08-01,9,3,0.0427,0.04849
2026-08-01,10,3,0.04215,0.04937
2026-08-01,11,3,0.04571,0.05347
2026-08-01,12,3,0.04212,0.05186
2026-08-01,13,3,0.04347,0.05136
2026-08-01,14,3,0.04575,0.05339
2026-08-01,15,3,0.03921,0.04797
2026-08-01,16,3,0.0433,0.05232
2026-08-01,17,3,0.04168,0.05149
2026-08-01,18,3,0.0422,0.0486
2026-08-01,19,3,0.04354,0.05113
2026-08-01,20,3,0.04351,0.05067
2026-08-01,21,3,0.04348,0.05123
2026-08-01,22,3,0.04601,0.05506
2026-08-01,23,3,0.04277,0.05263
2026-08-01,0,4,0.0423,0.05031
2026-08-01,1,4,0.0441,0.05247
2026-08-01,2,4,0.04219,0.051
2026-08-01,3,4,0.04141,0.04846
2026-08-01,4,4,0.04381,0.05305
2026-08-01,5,4,0.04548,0.05452
2026-08-01,6,4,0.04189,0.05049
2026-08-01,7,4,0.04334,0.04965
2026-08-01,8,4,0.04238,0.05134
2026-08-01,9,4,0.04174,0.05157
2026-08-01,10,4,0.04155,0.0502
2026-08-01,11,4,0.04227,0.0517
2026-08-01,12,4,0.04355,0.05261
2026-08-01,13,4,0.04167,0.05041
2026-08-01,14,4,0.04352,0.05279
2026-08-01,15,4,0.04488,0.05366
2026-08-01,16,4,0.04575,0.05417
2026-08-01,17,4,0.04419,0.0518
2026-08-01,18,4,0.0441,0.05372
2026-08-01,19,4,0.04213,0.05164
2026-08-01,20,4,0.04359,0.05153
2026-08-01,21,4,0.041,0.04854
2026-08-01,22,4,0.04606,0.05397
2026-08-01,23,4,0.04352,0.0527
2026-08-01,0,5,0.0435,0.05384
2026-08-01,1,5,0.04595,0.05246
2026-08-01,2,5,0.04529,0.05219
2026-08-01,3,5,0.04422,0.05126
2026-08-01,4,5,0.04473,0.05149
2026-08-01,5,5,0.04257,0.05043
2026-08-01,6,5,0.0426,0.05161
2026-08-01,7,5,0.04552,0.0547
2026-08-01,8,5,0.04241,0.05014
2026-08-01,9,5,0.04222,0.05073
2026-08-01,10,5,0.04359,0.05225
2026-08-01,11,5,0.04249,0.05282
2026-08-01,12,5,0.04299,0.05243
2026-08-01,13,5,0.04425,0.05069
2026-08-01,14,5,0.04207,0.05103
2026-08-01,15,5,0.0433,0.05222
2026-08-01,16,5,0.04437,0.05109
2026-08-01,17,5,0.0436,0.05116
2026-08-01,18,5,0.04259,0.05146
2026-08-01,19,5,0.04397,0.05219
2026-08-01,20,5,0.04246,0.05131
2026-08-01,21,5,0.04307,0.0509
2026-08-01,22,5,0.04448,0.05283
2026-08-01,23,5,0.03975,0.04728
2026-08-01,0,6,0.04354,0.04919
2026-08-01,1,6,0.04488,0.05081
2026-08-01,2,6,0.0418,0.05047
2026-08-01,3,6,0.04576,0.05548
2026-08-01,4,6,0.04431,0.05296
2026-08-01,5,6,0.04342,0.05253
2026-08-01,6,6,0.04291,0.05143
2026-08-01,7,6,0.03985,0.04685
2026-08-01,8,6,0.04244,0.05309
2026-08-01,9,6,0.043,0.05377
2026-08-01,10,6,0.04324,0.05117
2026-08-01,11,6,0.04637,0.05477
2026-08-01,12,6,0.04186,0.05191
2026-08-01,13,6,0.04186,0.05058
2026-08-01,14,6,0.04318,0.05371
2026-08-01,15,6,0.0452,0.05648
2026-08-01,16,6,0.04294,0.05039
2026-08-01,17,6,0.04308,0.05158
2026-08-01,18,6,0.04221,0.05136
2026-08-01,19,6,0.04485,0.05187
2026-08-01,20,6,0.04431,0.05112
2026-08-01,21,6,0.04229,0.04967
2026-08-01,22,6,0.04146,0.05087
2026-08-01,23,6,0.04364,0.05187
2026-08-01,0,7,0.04008,0.04771
2026-08-01,1,7,0.04817,0.05709
2026-08-01,2,7,0.04672,0.05525
2026-08-01,3,7,0.04181,0.05078
2026-08-01,4,7,0.04467,0.05317
2026-08-01,5,7,0.04369,0.05193
2026-08-01,6,7,0.04326,0.05106
2026-08-01,7,7,0.04195,0.0503
2026-08-01,8,7,0.04277,0.05201
2026-08-01,9,7,0.04395,0.05216
2026-08-01,10,7,0.04477,0.05456
2026-08-01,11,7,0.04129,0.05108
2026-08-01,12,7,0.04044,0.05004
2026-08-01,13,7,0.04285,0.05376
2026-08-01,14,7,0.04135,0.05123
2026-08-01,15,7,0.04409,0.05679
2026-08-01,16,7,0.04149,0.05133
2026-08-01,17,7,0.04324,0.05272
2026-08-01,18,7,0.04347,0.05018
2026-08-01,19,7,0.04374,0.05099
2026-08-01,20,7,0.04217,0.04831
2026-08-01,21,7,0.04363,0.0505
2026-08-01,22,7,0.04266,0.05251
2026-08-01,23,7,0.04264,0.04991
2026-08-01,0,8,0.04326,0.05156
2026-08-01,1,8,0.04305,0.05053
2026-08-01,2,8,0.04327,0.05052
2026-08-01,3,8,0.04343,0.05088
2026-08-01,4,8,0.04243,0.05136
2026-08-01,5,8,0.04186,0.05051
2026-08-01,6,8,0.04438,0.05392
2026-08-01,7,8,0.04313,0.05477
2026-08-01,8,8,0.04255,0.05196
2026-08-01,9,8,0.04303,0.0531
2026-08-01,10,8,0.04341,0.05182
2026-08-01,11,8,0.04253,0.05199
2026-08-01,12,8,0.04135,0.05075
2026-08-01,13,8,0.04345,0.05234
2026-08-01,14,8,0.04401,0.05382
2026-08-01,15,8,0.04128,0.05186
2026-08-01,16,8,0.04378,0.05451
2026-08-01,17,8,0.04168,0.05108
2026-08-01,18,8,0.04165,0.04974
2026-08-01,19,8,0.04345,0.05096
2026-08-01,20,8,0.04095,0.04799
2026-08-01,21,8,0.04022,0.04913
2026-08-01,22,8,0.04501,0.05224
2026-08-01,23,8,0.043,0.05062
2026-08-01,0,9,0.0406,0.05044
2026-08-01,1,9,0.04265,0.04884
2026-08-01,2,9,0.04293,0.05239
2026-08-01,3,9,0.04113,0.04713
2026-08-01,4,9,0.04251,0.04912
2026-08-01,5,9,0.04486,0.05342
2026-08-01,6,9,0.04152,0.05057
2026-08-01,7,9,0.04353,0.05242
2026-08-01,8,9,0.04053,0.05046
2026-08-01,9,9,0.04167,0.05151
2026-08-01,10,9,0.04189,0.05237
2026-08-01,11,9,0.04355,0.052
2026-08-01,12,9,0.04111,0.05234
2026-08-01,13,9,0.04155,0.05361
2026-08-01,14,9,0.04361,0.05494
2026-08-01,15,9,0.04359,0.05185
2026-08-01,16,9,0.04362,0.05401
2026-08-01,17,9,0.04548,0.05331
2026-08-01,18,9,0.04217,0.05116
2026-08-01,19,9,0.04419,0.05126
2026-08-01,20,9,0.04392,0.05291
2026-08-01,21,9,0.04306,0.04919
2026-08-01,22,9,0.04395,0.05205
2026-08-01,23,9,0.04253,0.04979
2026-08-01,0,10,0.04505,0.05411
2026-08-01,1,10,0.04686,0.05474
2026-08-01,2,10,0.04392,0.05286
2026-08-01,3,10,0.04262,0.04963
2026-08-01,4,10,0.04339,0.05364
2026-08-01,5,10,0.04145,0.05266
2026-08-01,6,10,0.04226,0.05512
2026-08-01,7,10,0.04315,0.05264
2026-08-01,8,10,0.04247,0.05198
2026-08-01,9,10,0.04455,0.05436
2026-08-01,10,10,0.04399,0.05535
2026-08-01,11,10,0.04105,0.05182
2026-08-01,12,10,0.04337,0.05242
2026-08-01,13,10,0.0423,0.05181
2026-08-01,14,10,0.03997,0.05075
2026-08-01,15,10,0.04215,0.05288
2026-08-01,16,10,0.0417,0.05076
2026-08-01,17,10,0.04384,0.05105
2026-08-01,18,10,0.0456,0.05483
2026-08-01,19,10,0.04131,0.05039
2026-08-01,20,10,0.04064,0.04857
2026-08-01,21,10,0.04522,0.05447
2026-08-01,22,10,0.04234,0.05186
2026-08-01,23,10,0.04363,0.04955
2026-08-01,0,11,0.04196,0.04958
2026-08-01,1,11,0.04115,0.04938
2026-08-01,2,11,0.04524,0.05235
2026-08-01,3,11,0.04474,0.05357
2026-08-01,4,11,0.04358,0.05285
2026-08-01,5,11,0.04131,0.0528
2026-08-01,6,11,0.04003,0.04876
2026-08-01,7,11,0.04211,0.04988
2026-08-01,8,11,0.04297,0.05502
2026-08-01,9,11,0.04162,0.05226
2026-08-01,10,11,0.04388,0.05565
2026-08-01,11,11,0.04163,0.05414
2026-08-01,12,11,0.04566,0.0549
2026-08-01,13,11,0.04266,0.05372
2026-08-01,14,11,0.04143,0.04908
2026-08-01,15,11,0.04169,0.05091
2026-08-01,16,11,0.04379,0.05456
2026-08-01,17,11,0.04162,0.05102
2026-08-01,18,11,0.04293,0.0511
2026-08-01,19,11,0.04397,0.05132
2026-08-01,20,11,0.04242,0.05202
2026-08-01,21,11,0.04062,0.04796
2026-08-01,22,11,0.04417,0.05153
2026-08-01,23,11,0.04434,0.05187
2026-08-01,0,12,0.04333,0.05289
2026-08-01,1,12,0.04507,0.05398
2026-08-01,2,12,0.04158,0.05073
2026-08-01,3,12,0.04624,0.05545
2026-08-01,4,12,0.04393,0.05089
2026-08-01,5,12,0.04388,0.05212
2026-08-01,6,12,0.04121,0.04898
2026-08-01,7,12,0.04176,0.05188
2026-08-01,8,12,0.03792,0.0496
2026-08-01,9,12,0.04381,0.05533
2026-08-01,10,12,0.0408,0.04951
2026-08-01,11,12,0.04368,0.05351
2026-08-01,12,12,0.04104,0.05194
2026-08-01,13,12,0.04051,0.05393
2026-08-01,14,12,0.04372,0.05391
2026-08-01,15,12,0.03926,0.05034
2026-08-01,16,12,0.04419,0.05321
2026-08-01,17,12,0.04384,0.05367
2026-08-01,18,12,0.04089,0.04977
2026-08-01,19,12,0.04112,0.05186
2026-08-01,20,12,0.04248,0.04911
2026-08-01,21,12,0.04204,0.05145
2026-08-01,22,12,0.04384,0.05222
2026-08-01,23,12,0.0435,0.05266
2026-08-01,0,13,0.04308,0.0525
2026-08-01,1,13,0.04112,0.04781
2026-08-01,2,13,0.04322,0.05289
2026-08-01,3,13,0.04307,0.05095
2026-08-01,4,13,0.04573,0.05533
2026-08-01,5,13,0.04271,0.05166
2026-08-01,6,13,0.04278,0.05398
2026-08-01,7,13,0.04255,0.05227
2026-08-01,8,13,0.04404,0.05591
2026-08-01,9,13,0.04398,0.05406
2026-08-01,10,13,0.04241,0.05332
2026-08-01,11,13,0.04336,0.05206
2026-08-01,12,13,0.04269,0.05409
2026-08-01,13,13,0.0437,0.05485
2026-08-01,14,13,0.04236,0.05335
2026-08-01,15,13,0.04347,0.05339
2026-08-01,16,13,0.04305,0.05283
2026-08-01,17,13,0.04558,0.0543
2026-08-01,18,13,0.04215,0.05057
2026-08-01,19,13,0.0418,0.0504
2026-08-01,20,13,0.03928,0.04893
2026-08-01,21,13,0.03905,0.04758
2026-08-01,22,13,0.04614,0.05312
2026-08-01,23,13,0.0442,0.05146
2026-08-01,0,14,0.04301,0.04985
2026-08-01,1,14,0.04113,0.04936
2026-08-01,2,14,0.0427,0.05254
2026-08-01,3,14,0.04421,0.05445
2026-08-01,4,14,0.04201,0.05313
2026-08-01,5,14,0.04192,0.05296
2026-08-01,6,14,0.04424,0.05459
2026-08-01,7,14,0.04228,0.05126
2026-08-01,8,14,0.04111,0.05168
2026-08-01,9,14,0.04458,0.05582
2026-08-01,10,14,0.04252,0.05518
2026-08-01,11,14,0.04143,0.05253
2026-08-01,12,14,0.04254,0.05217
2026-08-01,13,14,0.04315,0.05668
2026-08-01,14,14,0.04415,0.05596
2026-08-01,15,14,0.0424,0.05495
2026-08-01,16,14,0.04097,0.05008
2026-08-01,17,14,0.04291,0.05273
2026-08-01,18,14,0.04488,0.05516
2026-08-01,19,14,0.04369,0.0507
2026-08-01,20,14,0.04292,0.05183
2026-08-01,21,14,0.04464,0.05343
2026-08-01,22,14,0.04326,0.05238
2026-08-01,23,14,0.04529,0.05354
2026-08-01,0,15,0.0439,0.05236
2026-08-01,1,15,0.04305,0.05229
2026-08-01,2,15,0.0434,0.05257
2026-08-01,3,15,0.04194,0.04996
2026-08-01,4,15,0.04323,0.04969
2026-08-01,5,15,0.04191,0.05058
2026-08-01,6,15,0.03978,0.04882
2026-08-01,7,15,0.04186,0.05098
2026-08-01,8,15,0.04152,0.05093
2026-08-01,9,15,0.04146,0.05179
2026-08-01,10,15,0.04177,0.05248
2026-08-01,11,15,0.04146,0.05173
2026-08-01,12,15,0.04182,0.05366
2026-08-01,13,15,0.04276,0.0536
2026-08-01,14,15,0.04253,0.05189
2026-08-01,15,15,0.0443,0.05385
2026-08-01,16,15,0.04195,0.05069
2026-08-01,17,15,0.04208,0.05062
2026-08-01,18,15,0.04517,0.05475
2026-08-01,19,15,0.04314,0.05205
2026-08-01,20,15,0.04149,0.05046
2026-08-01,21,15,0.04606,0.05535
2026-08-01,22,15,0.04427,0.05066
2026-08-01,23,15,0.04082,0.04907
2026-08-01,0,16,0.04043,0.04838
2026-08-01,1,16,0.04052,0.04868
2026-08-01,2,16,0.04305,0.05152
2026-08-01,3,16,0.04361,0.05304
2026-08-01,4,16,0.04122,0.04918
2026-08-01,5,16,0.04166,0.04967
2026-08-01,6,16,0.04387,0.05131
2026-08-01,7,16,0.04454,0.05404
2026-08-01,8,16,0.04194,0.05062
2026-08-01,9,16,0.04207,0.05479
2026-08-01,10,16,0.0426,0.05167
2026-08-01,11,16,0.0416,0.05132
2026-08-01,12,16,0.04329,0.05242
2026-08-01,13,16,0.04376,0.05266
2026-08-01,14,16,0.04116,0.05162
2026-08-01,15,16,0.0443,0.05465
2026-08-01,16,16,0.04235,0.05132
2026-08-01,17,16,0.04331,0.05367
2026-08-01,18,16,0.04313,0.05222
2026-08-01,19,16,0.0413,0.05084
2026-08-01,20,16,0.04114,0.04707
2026-08-01,21,16,0.0434,0.0494
2026-08-01,22,16,0.04411,0.05111
2026-08-01,23,16,0.04486,0.05271
2026-08-01,0,17,0.04614,0.05207
2026-08-01,1,17,0.04461,0.05212
2026-08-01,2,17,0.04505,0.05195
2026-08-01,3,17,0.04277,0.05179
2026-08-01,4,17,0.04373,0.05071
2026-08-01,5,17,0.04122,0.05064
2026-08-01,6,17,0.04381,0.05277
2026-08-01,7,17,0.04169,0.04955
2026-08-01,8,17,0.04524,0.05707
2026-08-01,9,17,0.04393,0.05154
2026-08-01,10,17,0.04307,0.05241
2026-08-01,11,17,0.04262,0.05052
2026-08-01,12,17,0.04459,0.05424
2026-08-01,13,17,0.04406,0.05346
2026-08-01,14,17,0.04193,0.05105
2026-08-01,15,17,0.04438,0.05073
2026-08-01,16,17,0.0433,0.05114
2026-08-01,17,17,0.04376,0.0528
2026-08-01,18,17,0.04292,0.05028
2026-08-01,19,17,0.04332,0.05027
2026-08-01,20,17,0.04282,0.05152
2026-08-01,21,17,0.04355,0.05355
2026-08-01,22,17,0.04322,0.05098
2026-08-01,23,17,0.04427,0.05178
2026-08-01,0,18,0.04357,0.05112
2026-08-01,1,18,0.04384,0.05217
2026-08-01,2,18,0.04405,0.05102
2026-08-01,3,18,0.04295,0.05431
2026-08-01,4,18,0.04724,0.05777
2026-08-01,5,18,0.04158,0.05016
2026-08-01,6,18,0.04271,0.05085
2026-08-01,7,18,0.04359,0.05177
2026-08-01,8,18,0.04323,0.05185
2026-08-01,9,18,0.04223,0.05238
2026-08-01,10,18,0.04191,0.05185
2026-08-01,11,18,0.04149,0.04946
2026-08-01,12,18,0.04342,0.05142
2026-08-01,13,18,0.04633,0.05409
2026-08-01,14,18,0.04271,0.05146
2026-08-01,15,18,0.04402,0.05313
2026-08-01,16,18,0.04279,0.05033
2026-08-01,17,18,0.04279,0.05308
2026-08-01,18,18,0.04405,0.05375
2026-08-01,19,18,0.04534,0.05455
2026-08-01,20,18,0.04284,0.0532
2026-08-01,21,18,0.04297,0.05083
2026-08-01,22,18,0.04656,0.0523
2026-08-01,23,18,0.04444,0.05126
2026-08-01,0,19,0.04201,0.0488
2026-08-01,1,19,0.04306,0.05031
2026-08-01,2,19,0.04075,0.04862
2026-08-01,3,19,0.04086,0.0494
2026-08-01,4,19,0.04077,0.0493
2026-08-01,5,19,0.04542,0.05441
2026-08-01,6,19,0.04183,0.05224
2026-08-01,7,19,0.04002,0.049
2026-08-01,8,19,0.04158,0.05025
2026-08-01,9,19,0.04352,0.05276
2026-08-01,10,19,0.04189,0.0499
2026-08-01,11,19,0.04211,0.05199
2026-08-01,12,19,0.04188,0.05138
2026-08-01,13,19,0.04403,0.05147
2026-08-01,14,19,0.0429,0.05458
2026-08-01,15,19,0.04317,0.05224
2026-08-01,16,19,0.04433,0.05279
2026-08-01,17,19,0.04144,0.04995
2026-08-01,18,19,0.04371,0.05252
2026-08-01,19,19,0.04363,0.05097
2026-08-01,20,19,0.04231,0.04855
2026-08-01,21,19,0.04429,0.05175
2026-08-01,22,19,0.04256,0.05071
2026-08-01,23,19,0.04497,0.05213
2026-08-01,0,20,0.04441,0.05142
2026-08-01,1,20,0.04609,0.05247
2026-08-01,2,20,0.0423,0.04978
2026-08-01,3,20,0.04493,0.05459
2026-08-01,4,20,0.03997,0.0479
2026-08-01,5,20,0.04128,0.04883
2026-08-01,6,20,0.04188,0.0503
2026-08-01,7,20,0.04194,0.05061
2026-08-01,8,20,0.04337,0.05136
2026-08-01,9,20,0.03982,0.04883
2026-08-01,10,20,0.04301,0.05101
2026-08-01,11,20,0.04341,0.05161
2026-08-01,12,20,0.04224,0.05081
2026-08-01,13,20,0.04396,0.05309
2026-08-01,14,20,0.04382,0.05146
2026-08-01,15,20,0.04453,0.05309
2026-08-01,16,20,0.04318,0.05213
2026-08-01,17,20,0.04277,0.05216
2026-08-01,18,20,0.04195,0.05076
2026-08-01,19,20,0.04416,0.05149
2026-08-01,20,20,0.04354,0.05113
2026-08-01,21,20,0.04592,0.05106
2026-08-01,22,20,0.04361,0.05256
2026-08-01,23,20,0.04355,0.0518
2026-08-01,0,21,0.04357,0.05257
2026-08-01,1,21,0.04317,0.05193
2026-08-01,2,21,0.04365,0.05327
2026-08-01,3,21,0.04638,0.05207
2026-08-01,4,21,0.04305,0.05052
2026-08-01,5,21,0.04483,0.05621
2026-08-01,6,21,0.04576,0.05099
2026-08-01,7,21,0.04383,0.05254
2026-08-01,8,21,0.04662,0.05389
2026-08-01,9,21,0.04407,0.05355
2026-08-01,10,21,0.04189,0.04938
2026-08-01,11,21,0.04097,0.04912
2026-08-01,12,21,0.04416,0.05246
2026-08-01,13,21,0.04431,0.05386
2026-08-01,14,21,0.04455,0.05425
2026-08-01,15,21,0.0425,0.04969
2026-08-01,16,21,0.03954,0.04592
2026-08-01,17,21,0.04166,0.0498
2026-08-01,18,21,0.04284,0.05072
2026-08-01,19,21,0.0421,0.04945
2026-08-01,20,21,0.04205,0.05056
2026-08-01,21,21,0.04259,0.04985
2026-08-01,22,21,0.04297,0.04979
2026-08-01,23,21,0.04311,0.04992
2026-08-01,0,22,0.04139,0.04966
2026-08-01,1,22,0.04131,0.04994
2026-08-01,2,22,0.04395,0.05354
2026-08-01,3,22,0.04431,0.05314
2026-08-01,4,22,0.04351,0.04907
2026-08-01,5,22,0.04186,0.04964
2026-08-01,6,22,0.04492,0.05111
2026-08-01,7,22,0.04391,0.05139
2026-08-01,8,22,0.04363,0.05087
2026-08-01,9,22,0.04218,0.05101
2026-08-01,10,22,0.04176,0.04996
2026-08-01,11,22,0.04249,0.04916
2026-08-01,12,22,0.0467,0.05321
2026-08-01,13,22,0.0458,0.05271
2026-08-01,14,22,0.04183,0.05081
2026-08-01,15,22,0.04406,0.05082
2026-08-01,16,22,0.04324,0.05044
2026-08-01,17,22,0.04332,0.05339
2026-08-01,18,22,0.04408,0.05162
2026-08-01,19,22,0.04565,0.05438
2026-08-01,20,22,0.04333,0.05242
2026-08-01,21,22,0.04301,0.05153
2026-08-01,22,22,0.04428,0.05263
2026-08-01,23,22,0.04322,0.05089
2026-08-01,0,23,0.04562,0.05191
2026-08-01,1,23,0.04511,0.05337
2026-08-01,2,23,0.04324,0.04808
2026-08-01,3,23,0.04334,0.04977
2026-08-01,4,23,0.04164,0.05034
2026-08-01,5,23,0.04249,0.0516
2026-08-01,6,23,0.04553,0.05131
2026-08-01,7,23,0.04109,0.05024
2026-08-01,8,23,0.04355,0.05203
2026-08-01,9,23,0.04341,0.05189
2026-08-01,10,23,0.04533,0.05238
2026-08-01,11,23,0.0442,0.04968
2026-08-01,12,23,0.04545,0.05339
2026-08-01,13,23,0.04238,0.04937
2026-08-01,14,23,0.0435,0.05279
2026-08-01,15,23,0.04473,0.0508
2026-08-01,16,23,0.04361,0.05029
2026-08-01,17,23,0.04463,0.05106
2026-08-01,18,23,0.04527,0.05176
2026-08-01,19,23,0.04762,0.05611
2026-08-01,20,23,0.0443,0.05472
2026-08-01,21,23,0.04475,0.05172
2026-08-01,22,23,0.04171,0.04887
2026-08-01,23,23,0.04151,0.04855
2026-08-07,0,0,0.03706,0.06114
2026-08-07,1,0,0.03577,0.05574
2026-08-07,2,0,0.03472,0.05666
2026-08-07,3,0,0.03604,0.05674
2026-08-07,4,0,0.03684,0.05944
2026-08-07,5,0,0.03639,0.05999
2026-08-07,6,0,0.03658,0.05918
2026-08-07,7,0,0.0383,0.05932
2026-08-07,8,0,0.03674,0.05845
2026-08-07,9,0,0.0337,0.05674
2026-08-07,10,0,0.03588,0.05866
2026-08-07,11,0,0.03703,0.05818
2026-08-07,12,0,0.03839,0.0616
2026-08-07,13,0,0.03456,0.05616
2026-08-07,14,0,0.03518,0.05613
2026-08-07,15,0,0.03508,0.05869
2026-08-07,16,0,0.0367,0.06022
2026-08-07,17,0,0.03731,0.05965
2026-08-07,18,0,0.03721,0.06154
2026-08-07,19,0,0.03712,0.05776
2026-08-07,20,0,0.03644,0.05738
2026-08-07,21,0,0.03654,0.0592
2026-08-07,22,0,0.03732,0.06084
2026-08-07,23,0,0.0355,0.05603
2026-08-07,0,1,0.03647,0.05835
2026-08-07,1,1,0.03748,0.05857
2026-08-07,2,1,0.03775,0.0599
2026-08-07,3,1,0.03849,0.06324
2026-08-07,4,1,0.03379,0.05607
2026-08-07,5,1,0.0366,0.05819
2026-08-07,6,1,0.03494,0.05727
2026-08-07,7,1,0.0374,0.06105
2026-08-07,8,1,0.03472,0.05741
2026-08-07,9,1,0.03666,0.05803
2026-08-07,10,1,0.03531,0.05581
2026-08-07,11,1,0.03632,0.05768
2026-08-07,12,1,0.03975,0.06376
2026-08-07,13,1,0.03724,0.05955
2026-08-07,14,1,0.03949,0.0623
2026-08-07,15,1,0.03591,0.05907
2026-08-07,16,1,0.03515,0.05844
2026-08-07,17,1,0.03898,0.06187
2026-08-07,18,1,0.03712,0.06158
2026-08-07,19,1,0.03685,0.05933
2026-08-07,20,1,0.03686,0.05887
2026-08-07,21,1,0.03723,0.05995
2026-08-07,22,1,0.03507,0.05741
2026-08-07,23,1,0.03866,0.05771
2026-08-07,0,2,0.03517,0.05442
2026-08-07,1,2,0.03716,0.06053
2026-08-07,2,2,0.0358,0.05722
2026-08-07,3,2,0.03519,0.059
2026-08-07,4,2,0.03722,0.062
2026-08-07,5,2,0.03656,0.05843
2026-08-07,6,2,0.03466,0.05451
2026-08-07,7,2,0.03533,0.05644
2026-08-07,8,2,0.03492,0.05624
2026-08-07,9,2,0.03497,0.05971
2026-08-07,10,2,0.03628,0.0588
2026-08-07,11,2,0.03461,0.05607
2026-08-07,12,2,0.0355,0.05688
2026-08-07,13,2,0.03558,0.05861
2026-08-07,14,2,0.03824,0.05885
2026-08-07,15,2,0.03718,0.05693
2026-08-07,16,2,0.03488,0.05734
2026-08-07,17,2,0.03294,0.05626
2026-08-07,18,2,0.03592,0.05853
2026-08-07,19,2,0.03848,0.06057
2026-08-07,20,2,0.03302,0.05538
2026-08-07,21,2,0.03764,0.05993
2026-08-07,22,2,0.03812,0.05932
2026-08-07,23,2,0.03529,0.05583
2026-08-07,0,3,0.03497,0.05749
2026-08-07,1,3,0.03863,0.06095
2026-08-07,2,3,0.03741,0.06127
2026-08-07,3,3,0.03808,0.06074
2026-08-07,4,3,0.03728,0.05878
2026-08-07,5,3,0.0362,0.05713
2026-08-07,6,3,0.03717,0.05981
2026-08-07,7,3,0.03592,0.05935
2026-08-07,8,3,0.03563,0.05755
2026-08-07,9,3,0.03485,0.05494
2026-08-07,10,3,0.03775,0.06183
2026-08-07,11,3,0.03647,0.05956
2026-08-07,12,3,0.03403,0.05738
2026-08-07,13,3,0.03592,0.05868
2026-08-07,14,3,0.03744,0.06187
2026-08-07,15,3,0.03741,0.06062
